StudentCode,MCRCourseCode,UCASCourseCode,AcademicYear,ProgrammeOfStudy,Route,FeeStatusCode,FeeStatus,DateCreated,CycleOfApplication
202210453,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210454,UGCSGDPFU01,G493,2022/23,BSc,Computer Science for Games Development,H,Home,01/12/2021,2022
202210455,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,H,Home,01/12/2021,2022
202210456,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,01/12/2021,2022
202210457,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210458,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210459,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,01/12/2021,2022
202210460,UGMECEXFU01,H300,2022/23,BEng,Mechanical Engineering,H,Home,01/12/2021,2022
202210462,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210463,UGMUSCXFU01,W300,2022/23,BA,Music,H,Home,01/12/2021,2022
202210464,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2021,2022
202210465,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,01/12/2021,2022
202210466,UGBMSCXFU01,NJ19,2022/23,BA,Business Management and Supply Chain Management,H,Home,01/12/2021,2022
202210467,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,01/12/2021,2022
202210468,UGCHEMXFU01,F100,2022/23,BSc,Chemistry,H,Home,01/12/2021,2022
202210469,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,01/12/2021,2022
202210470,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,01/12/2021,2022
202210471,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,01/12/2021,2022
202210472,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210473,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,01/12/2021,2022
202210474,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,01/12/2021,2022
202210475,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,01/12/2021,2022
202210476,UGCHEEXFU01,H810,2022/23,BEng,Chemical Engineering,H,Home,01/12/2021,2022
202210477,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,01/12/2021,2022
202210477,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,01/12/2021,2022
202210478,UGPSYCFFU01,C802,2022/23,BSc,Psychology,Q,Query,01/12/2021,2022
202210479,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,01/12/2021,2022
202210480,UGLACRXFU01,M1M2,2022/23,LLB,Law with Criminology,H,Home,01/12/2021,2022
202210481,UGBIMEFFU01,H166,2022/23,BEng,Biomedical Engineering,H,Home,01/12/2021,2022
202210482,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,01/12/2021,2022
202210483,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210484,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,01/12/2021,2022
202210485,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,01/12/2021,2022
202210486,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210487,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,01/12/2021,2022
202210488,UGFLMSXFU01,W631,2022/23,BA,Film Studies,H,Home,01/12/2021,2022
202210489,UGBEC2AFU01,L122,2022/23,BA,Business Economics,H,Home,01/12/2021,2022
202210490,UGBIMEXFU01,H160,2022/23,BEng,Biomedical Engineering,O,Overseas,01/12/2021,2022
202210491,UGBUSMAFU01,N121,2022/23,BA,Business Management,H,Home,01/12/2021,2022
202210492,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,01/12/2021,2022
202210493,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,01/12/2021,2022
202210494,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,01/12/2021,2022
202210495,UGFINMXFU01,N340,2022/23,BSc,Financial Management,O,Overseas,01/12/2021,2022
202210496,UGBIOLXFU01,C100,2022/23,BSc,Biology,O,Overseas,01/12/2021,2022
202210496,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,O,Overseas,01/12/2021,2022
202210497,UGBUSMXFU01,N100,2022/23,BA,Business Management,H,Home,01/12/2021,2022
202210498,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,01/12/2021,2022
202210514,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,01/12/2021,2022
202210884,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,02/12/2021,2022
202210885,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210886,UGMECEFFU01,H302,2022/23,BEng,Mechanical Engineering,H,Home,02/12/2021,2022
202210887,UGCHEEFFU01,H812,2022/23,BEng,Chemical Engineering,Q,Query,02/12/2021,2022
202210888,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210889,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,02/12/2021,2022
202210890,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210891,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,02/12/2021,2022
202210892,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,02/12/2021,2022
202210893,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210894,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,02/12/2021,2022
202210895,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210896,UGMARIFFU01,C164,2022/23,BSc,Marine Biology,H,Home,02/12/2021,2022
202210896,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,02/12/2021,2022
202210898,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210899,UGINTBPFU01,N125,2022/23,BA,International Business,H,Home,02/12/2021,2022
202210900,UGSCPSXFU01,CB69,2022/23,BSc,Sports Coaching and Performance Science,H,Home,02/12/2021,2022
202210901,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,Q,Query,02/12/2021,2022
202210902,UGPHYSXFU01,F300,2022/23,BSc,Physics,H,Home,02/12/2021,2022
202210903,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,02/12/2021,2022
202210904,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,02/12/2021,2022
202210905,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,02/12/2021,2022
202210905,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,02/12/2021,2022
202210906,UGHISTXFU01,V100,2022/23,BA,History,H,Home,02/12/2021,2022
202210907,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,02/12/2021,2022
202210908,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210909,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,02/12/2021,2022
202210910,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,02/12/2021,2022
202210911,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210912,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,02/12/2021,2022
202210913,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,02/12/2021,2022
202210914,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,02/12/2021,2022
202210915,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210916,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,02/12/2021,2022
202210917,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,02/12/2021,2022
202210918,UGACFMPFU01,NN4J,2022/23,BSc,Accounting and Financial Management,H,Home,02/12/2021,2022
202210918,UGFINMAFU01,N341,2022/23,BSc,Financial Management,H,Home,02/12/2021,2022
202210919,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,02/12/2021,2022
202210920,UGBUSMFFU01,NN1G,2022/23,BA,Business Management,H,Home,02/12/2021,2022
202210921,UGBSGEAFU01,F801,2022/23,BSc,Geography,Q,Query,02/12/2021,2022
202210922,UGELLIXFU01,Q302,2022/23,BA,English Language and Literature,H,Home,02/12/2021,2022
202210922,UGENGLFFU02,Q303,2022/23,BA,English,H,Home,02/12/2021,2022
202210923,UGODPRXFU01,B990,2022/23,BSc,Operating Department Practice,Q,Query,02/12/2021,2022
202210924,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,02/12/2021,2022
202210925,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210926,UGMKTMXFU01,N504,2022/23,BA,Marketing and Management,H,Home,02/12/2021,2022
202210927,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,02/12/2021,2022
202210928,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,02/12/2021,2022
202210928,UGCRIMFFU01,M931,2022/23,BA,Criminology,Q,Query,27/01/2022,2022
202210929,UGMUSCXFU01,W300,2022/23,BA,Music,H,Home,02/12/2021,2022
202210929,UGMUPDXFU01,W370,2022/23,BA,Music Production,H,Home,02/12/2021,2022
202210929,UGCRIPXFU01,WW14,2022/23,BA,Creative Industries (Music Production),H,Home,02/12/2021,2022
202210930,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,02/12/2021,2022
202210930,UGCRIMFFU01,M931,2022/23,BA,Criminology,H,Home,02/12/2021,2022
202210930,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,02/12/2021,2022
202210931,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,02/12/2021,2022
202210932,UGBMMKXFU01,NN15,2022/23,BA,Business Management and Marketing,H,Home,02/12/2021,2022
202210933,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,02/12/2021,2022
202210933,UGBPLSPFU01,L230,2022/23,BA,British Politics and Legislative Studies,H,Home,02/12/2021,2022
202210934,UGCHEMXFU01,F100,2022/23,BSc,Chemistry,H,Home,02/12/2021,2022
202210936,UGLACRXFU01,M1M2,2022/23,LLB,Law with Criminology,H,Home,02/12/2021,2022
202210937,UGBMFMPFU01,NND3,2022/23,BA,Business Management and Financial Management,H,Home,02/12/2021,2022
202210938,UGMESTXFU01,P306,2022/23,BA,Media Studies,H,Home,02/12/2021,2022
202210938,UGMESTFFU01,P301,2022/23,BA,Media Studies,H,Home,02/12/2021,2022
202210939,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,02/12/2021,2022
202210940,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,02/12/2021,2022
202210941,UGPHAPXFU01,F3F5,2022/23,BSc,Physics with Astrophysics,H,Home,02/12/2021,2022
202210942,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210943,UGCSSEXFU01,G600,2022/23,BSc,Computer Science (Software Engineering),Q,Query,02/12/2021,2022
202210944,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,02/12/2021,2022
202210946,UGENSCFFU02,F757,2022/23,BSc,Environmental Science,H,Home,02/12/2021,2022
202210947,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,02/12/2021,2022
202210948,UGESUSXFU01,X300,2022/23,BA,Education Studies,H,Home,02/12/2021,2022
202210949,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,02/12/2021,2022
202210950,UGPSYCFFU01,C802,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210951,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,02/12/2021,2022
202210952,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,02/12/2021,2022
202210953,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,02/12/2021,2022
202210954,UGCSSEXFU01,G600,2022/23,BSc,Computer Science (Software Engineering),H,Home,02/12/2021,2022
202210956,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,02/12/2021,2022
202210957,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,02/12/2021,2022
202210957,UGCRIMFFU01,M931,2022/23,BA,Criminology,H,Home,02/12/2021,2022
202210958,UGCOMSXFU01,G400,2022/23,BSc,Computer Science,H,Home,02/12/2021,2022
202210959,UGGADEXFU01,W291,2022/23,BA,Game Design,H,Home,02/12/2021,2022
202210960,UGMARIFFU01,C164,2022/23,BSc,Marine Biology,H,Home,02/12/2021,2022
202210961,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210962,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),Q,Query,02/12/2021,2022
202210963,UGPHYSOXFU01,B160,2022/23,BSc,Physiotherapy,H,Home,02/12/2021,2022
202210964,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,02/12/2021,2022
202210965,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,02/12/2021,2022
202210966,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210967,UGESUSFFU01,X322,2022/23,BA,Education Studies,H,Home,02/12/2021,2022
202210968,UGMECEFFU01,H302,2022/23,BEng,Mechanical Engineering,H,Home,02/12/2021,2022
202210969,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210970,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210971,UGHIPOXFU01,LV21,2022/23,BA,History and Politics,H,Home,02/12/2021,2022
202210972,UGFLMSXFU01,W631,2022/23,BA,Film Studies,H,Home,02/12/2021,2022
202210973,UGBIOLFFU01,C101,2022/23,BSc,Biology,H,Home,02/12/2021,2022
202210974,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,02/12/2021,2022
202210975,UGLACRAFU01,M1M3,2022/23,LLB,Law with Criminology,H,Home,02/12/2021,2022
202210976,UGCOMSPFU01,G403,2022/23,BSc,Computer Science,H,Home,02/12/2021,2022
202210977,UGMEROLFU01,H363,2022/23,MEng,Mechatronics and Robotics,H,Home,02/12/2021,2022
202210978,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210979,UGCHEEXFU01,H810,2022/23,BEng,Chemical Engineering,H,Home,02/12/2021,2022
202210980,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210981,UGWRSTXFU01,L252,2022/23,BA,War Studies,H,Home,02/12/2021,2022
202210982,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202210983,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,02/12/2021,2022
202210984,UGCRSOXFU01,LM39,2022/23,BA,Criminology and Sociology,H,Home,02/12/2021,2022
202210986,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,02/12/2021,2022
202210987,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,02/12/2021,2022
202210988,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,02/12/2021,2022
202210989,UGBIMEFFU01,H166,2022/23,BEng,Biomedical Engineering,H,Home,02/12/2021,2022
202210990,UGCWENXFU01,WQ83,2022/23,BA,Creative Writing and English,H,Home,02/12/2021,2022
202210991,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),H,Home,02/12/2021,2022
202210992,UGMUSOXFU01,W304,2022/23,BA,Music (Songwriting),H,Home,02/12/2021,2022
202210993,UGBMACAFU01,NNC4,2022/23,BA,Business Management and Accounting,O,Overseas,02/12/2021,2022
202210994,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,02/12/2021,2022
202210995,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,02/12/2021,2022
202210996,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,02/12/2021,2022
202210997,UGBMSCXFU01,NJ19,2022/23,BA,Business Management and Supply Chain Management,H,Home,02/12/2021,2022
202210998,UGMEROPFU01,H361,2022/23,BEng,Mechatronics and Robotics,O,Overseas,02/12/2021,2022
202210999,UGBMSCPFU01,NJD9,2022/23,BA,Business Management and Supply Chain Management,Q,Query,02/12/2021,2022
202211000,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,02/12/2021,2022
202211001,UGLACRAFU01,M1M3,2022/23,LLB,Law with Criminology,H,Home,02/12/2021,2022
202211002,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,02/12/2021,2022
202211003,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,02/12/2021,2022
202211004,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,02/12/2021,2022
202211005,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,02/12/2021,2022
202211006,UGFLMSXFU01,W631,2022/23,BA,Film Studies,H,Home,02/12/2021,2022
202211007,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,02/12/2021,2022
202211008,UGLAWXXFU01,M100,2022/23,LLB,Law,O,Overseas,02/12/2021,2022
202211009,UGBIOMFFU01,BC9Y,2022/23,BSc,Biomedical Science,H,Home,02/12/2021,2022
202211134,UGCOMSPFU01,G403,2022/23,BSc,Computer Science,H,Home,03/12/2021,2022
202211135,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,03/12/2021,2022
202211136,PMSOCWXFU01,L508,2022/23,MA,Social Work,O,Overseas,03/12/2021,2022
202211137,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,03/12/2021,2022
202211138,UGNURMXFU01,B760,2022/23,BSc,Nursing (Mental Health),O,Overseas,03/12/2021,2022
202211139,UGWCYPXFU01,L591,2022/23,BA,"Working with Children, Young People and Families",H,Home,03/12/2021,2022
202211140,UGMKTMXFU01,N504,2022/23,BA,Marketing and Management,H,Home,03/12/2021,2022
202211140,UGMKTGXFU01,N500,2022/23,BA,Marketing,H,Home,03/12/2021,2022
202211141,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,03/12/2021,2022
202211142,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,03/12/2021,2022
202211143,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,03/12/2021,2022
202211144,UGFLMSXFU01,W631,2022/23,BA,Film Studies,H,Home,03/12/2021,2022
202211144,UGMESTXFU01,P306,2022/23,BA,Media Studies,H,Home,03/12/2021,2022
202211145,UGMECEXFU01,H300,2022/23,BEng,Mechanical Engineering,H,Home,03/12/2021,2022
202211146,UGBAGEXFU01,L700,2022/23,BA,Geography,H,Home,03/12/2021,2022
202211146,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,03/12/2021,2022
202211147,UGEACSXFU01,X312,2022/23,BA,Early Childhood Studies,H,Home,03/12/2021,2022
202211148,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,03/12/2021,2022
202211149,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,01/05/2022,2022
202211150,UGMECEFFU01,H302,2022/23,BEng,Mechanical Engineering,H,Home,03/12/2021,2022
202211151,UGZOOLXFU01,C300,2022/23,BSc,Zoology,H,Home,03/12/2021,2022
202211152,UGHISTFFU02,V103,2022/23,BA,History,H,Home,03/12/2021,2022
202211153,UGBIOCXFU01,C700,2022/23,BSc,Biochemistry,H,Home,03/12/2021,2022
202211154,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,03/12/2021,2022
202211155,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,03/12/2021,2022
202211155,UGPCRIXFU01,C8M9,2022/23,BSc,Psychology with Criminology,H,Home,03/12/2021,2022
202211156,UGMATHXFU01,G100,2022/23,BSc,Mathematics,H,Home,03/12/2021,2022
202211157,UGENGLXFU01,Q300,2022/23,BA,English,H,Home,03/12/2021,2022
202211158,UGPHAPMFU01,F3FM,2022/23,MPhys,Physics with Astrophysics,H,Home,03/12/2021,2022
202211159,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,H,Home,03/12/2021,2022
202211159,UGCRPSXFU01,M9C8,2022/23,BA,Criminology with Psychology,H,Home,03/12/2021,2022
202211160,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,03/12/2021,2022
202211161,UGSOCWXFU01,L500,2022/23,BA,Social Work,H,Home,03/12/2021,2022
202211162,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,03/12/2021,2022
202211162,UGCRLAXFU01,M9M1,2022/23,BA,Criminology with Law,H,Home,03/12/2021,2022
202211163,UGCHEELFU01,H815,2022/23,MEng,Chemical Engineering,H,Home,03/12/2021,2022
202211164,UGCOMSPFU01,G403,2022/23,BSc,Computer Science,H,Home,03/12/2021,2022
202211165,UGBUSMXFU01,N100,2022/23,BA,Business Management,Q,Query,03/12/2021,2022
202211166,UGGADEPFU01,W281,2022/23,BA,Game Design,H,Home,03/12/2021,2022
202211167,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,03/12/2021,2022
202211168,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,03/12/2021,2022
202211168,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,03/12/2021,2022
202211169,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,H,Home,03/12/2021,2022
202211170,UGWCYPXFU01,L591,2022/23,BA,"Working with Children, Young People and Families",H,Home,03/12/2021,2022
202211171,UGEAEEFFU02,H620,2022/23,BEng,Electrical and Electronic Engineering,H,Home,03/12/2021,2022
202211171,UGSAESXFU01,C610,2022/23,BSc,Sport and Exercise Science,H,Home,03/12/2021,2022
202211172,UGBIOMFFU01,BC9Y,2022/23,BSc,Biomedical Science,H,Home,03/12/2021,2022
202211172,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,03/12/2021,2022
202211172,UGBIOCXFU01,C700,2022/23,BSc,Biochemistry,H,Home,03/12/2021,2022
202211173,UGPRITXFU01,X120,2022/23,BA,Primary Teaching,H,Home,03/12/2021,2022
202211174,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,03/12/2021,2022
202211175,UGNURAXFU01,B740,2022/23,BSc,Nursing (Adult),H,Home,03/12/2021,2022
202211176,UGECO2XFU01,L115,2022/23,BSc,Economics,H,Home,03/12/2021,2022
202211177,UGNURCXFU01,B730,2022/23,BSc,Nursing (Child),H,Home,03/12/2021,2022
202211178,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,03/12/2021,2022
202211179,UGCRFSXFU01,M9F4,2022/23,BA,Criminology with Forensic Science,H,Home,03/12/2021,2022
202211179,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,03/12/2021,2022
202211179,UGFOSCXFU01,F410,2022/23,BSc,Forensic Science,H,Home,03/12/2021,2022
202211180,UGBUSMXFU01,N100,2022/23,BA,Business Management,H,Home,03/12/2021,2022
202211181,UGBUSMPFU01,N101,2022/23,BA,Business Management,H,Home,03/12/2021,2022
202211183,UGCRIMFFU01,M931,2022/23,BA,Criminology,H,Home,03/12/2021,2022
202211184,UGPARAXFU01,B780,2022/23,BSc,Paramedic Science,H,Home,03/12/2021,2022
202211185,UGPOLTXFU01,L200,2022/23,BA,Politics,H,Home,03/12/2021,2022
202211185,UGINREXFU01,L290,2022/23,BA,Politics and International Relations,H,Home,03/12/2021,2022
202211186,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,03/12/2021,2022
202211187,UGLAWXXFU01,M100,2022/23,LLB,Law,H,Home,03/12/2021,2022
202211188,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,03/12/2021,2022
202211189,UGPHAPXFU01,F3F5,2022/23,BSc,Physics with Astrophysics,O,Overseas,03/12/2021,2022
202211190,UGMARIXFU01,C160,2022/23,BSc,Marine Biology,O,Overseas,03/12/2021,2022
202211192,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,03/12/2021,2022
202211193,UGBMMKXFU01,NN15,2022/23,BA,Business Management and Marketing,H,Home,03/12/2021,2022
202211193,UGBUSMXFU01,N100,2022/23,BA,Business Management,H,Home,03/12/2021,2022
202211194,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,03/12/2021,2022
202211195,UGACCTXFU01,N400,2022/23,BSc,Accounting,H,Home,03/12/2021,2022
202211196,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,03/12/2021,2022
202211197,UGCWFSXFU01,WW86,2022/23,BA,Creative Writing and Film Studies,H,Home,03/12/2021,2022
202211198,UGMIDWXFU01,B720,2022/23,BSc,Midwifery,H,Home,03/12/2021,2022
202211199,UGPSYCXFU01,C800,2022/23,BSc,Psychology,H,Home,03/12/2021,2022
202211201,UGSPREXFU01,C602,2022/23,BSc,Sport Rehabilitation,H,Home,03/12/2021,2022
202211202,UGBIOMXFU01,BC99,2022/23,BSc,Biomedical Science,H,Home,03/12/2021,2022
202211203,UGBSGEXFU01,F800,2022/23,BSc,Geography,H,Home,03/12/2021,2022
202211204,UGPRPOXFU01,M9P4,2022/23,BSc,Degree in Professional Policing,H,Home,03/12/2021,2022
202211205,UGMECEPFU01,H303,2022/23,BEng,Mechanical Engineering,H,Home,03/12/2021,2022
202211206,UGGADEPFU01,W281,2022/23,BA,Game Design,H,Home,03/12/2021,2022
202211207,UGCRIMXFU01,M930,2022/23,BA,Criminology,H,Home,03/12/2021,2022
